Booking_ID,Booking_Date,Booking_Time,Customer_ID,Driver_ID,Pickup_Location,Drop_Location,Ride_Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,Driver_Rating,Customer_Rating
BK2009,2025-04-18,17:28:20,CUST299,DRV442,Railway Station,Airport,3.24,7.71,39.89,Cash,Completed,3.8,4.6
BK2010,2025-02-27,22:27:04,CUST301,DRV268,Hotel,Hospital,9.85,28.45,171.44,UPI,Cancelled,,
BK2011,2025-06-10,20:06:01,CUST927,DRV124,Hotel,Hospital,13.7,51.0,259.32,UPI,Completed,3.0,4.6
BK2012,2025-01-28,15:15:21,CUST941,DRV441,IT Park,Railway Station,12.6,50.12,199.91,Cash,Completed,5.0,4.5
BK2013,2025-06-08,14:48:06,CUST692,DRV227,Railway Station,Airport,7.72,23.75,153.91,UPI,Completed,4.7,3.2
BK2014,2025-04-07,10:56:54,CUST901,DRV230,Airport,College,18.25,49.11,220.02,UPI,Completed,3.8,3.5
BK2015,2025-03-19,19:40:27,CUST793,DRV157,Airport,Hospital,20.83,55.71,387.86,Card,Completed,3.0,3.6
BK2016,2025-04-13,03:39:48,CUST985,DRV713,Airport,College,7.55,18.63,94.72,Card,Completed,3.4,4.1
BK2017,2025-04-29,13:56:39,CUST447,DRV766,Airport,College,8.7,24.66,130.63,Cash,Completed,4.8,4.8
BK2018,2025-03-26,18:12:06,CUST709,DRV830,Railway Station,IT Park,13.34,35.49,171.48,Cash,Completed,4.9,3.1
BK2019,2025-02-02,20:32:16,CUST592,DRV842,College,Mall,8.85,22.98,128.88,UPI,Completed,3.3,4.6
BK2020,2025-02-05,01:03:08,CUST546,DRV625,Hotel,Hospital,4.82,15.76,62.62,Cash,Completed,3.1,4.8
BK2021,2025-05-19,04:09:30,CUST451,DRV398,Hotel,Airport,6.37,23.2,104.19,Cash,Completed,3.2,4.9
BK2022,2025-05-31,21:43:09,CUST619,DRV938,Airport,Bus Stand,7.68,28.56,102.53,Card,Completed,4.7,3.0
BK2023,2025-02-20,06:40:58,CUST170,DRV449,IT Park,College,13.77,48.73,268.22,Cash,Completed,4.8,4.6
BK2024,2025-06-27,14:38:44,CUST692,DRV679,Hotel,Hospital,22.43,53.8,320.15,Card,Completed,3.6,3.8
BK2025,2025-03-26,05:06:29,CUST143,DRV607,IT Park,Airport,11.05,34.13,146.73,Cash,Cancelled,,
BK2026,2025-02-27,22:14:29,CUST344,DRV592,Hotel,Bus Stand,17.9,41.8,259.24,UPI,Completed,4.0,4.6
BK2027,2025-04-13,05:52:00,CUST175,DRV466,Airport,Railway Station,19.01,62.56,251.81,UPI,Completed,4.1,3.2
BK2028,2025-03-16,14:12:40,CUST883,DRV468,Airport,Airport,10.68,30.19,131.56,UPI,Completed,3.5,4.9
BK2029,2025-02-20,09:11:14,CUST836,DRV278,Hotel,IT Park,23.93,64.72,295.41,UPI,Cancelled,,
BK2030,2025-02-20,00:11:53,CUST203,DRV121,Mall,Bus Stand,6.12,17.04,119.84,Cash,Completed,3.3,4.5
BK2031,2025-01-29,10:59:13,CUST345,DRV478,Hotel,Mall,4.5,17.83,67.74,Cash,Completed,4.6,3.7
BK2032,2025-06-09,13:56:45,CUST247,DRV233,IT Park,IT Park,16.44,39.19,216.48,Cash,Completed,4.9,4.8
BK2033,2025-04-07,22:23:20,CUST751,DRV350,Airport,IT Park,22.41,72.85,413.83,Cash,Completed,3.1,3.7
BK2034,2025-03-17,04:20:15,CUST914,DRV386,Mall,College,9.22,30.16,136.9,UPI,Completed,3.3,4.2
BK2035,2025-01-21,15:50:42,CUST271,DRV620,Bus Stand,Hotel,20.73,57.3,270.7,Card,Completed,3.4,3.5
BK2036,2025-05-13,14:11:20,CUST638,DRV811,College,College,8.9,29.24,149.59,Card,Completed,4.4,3.7
BK2037,2025-03-10,18:25:40,CUST697,DRV765,Airport,IT Park,20.95,50.45,330.01,UPI,Cancelled,,
BK2038,2025-02-21,14:55:15,CUST413,DRV535,Bus Stand,Mall,20.42,48.2,262.99,Card,Completed,4.8,3.7
BK2039,2025-03-07,17:05:08,CUST402,DRV555,Hotel,IT Park,17.73,36.36,310.64,Cash,Completed,3.6,3.1
BK2040,2025-01-11,14:32:39,CUST561,DRV578,Bus Stand,Bus Stand,16.03,39.78,241.96,Card,Completed,3.2,3.3
BK2041,2025-05-08,10:17:24,CUST552,DRV339,Hospital,Railway Station,8.85,19.29,170.69,Card,Completed,3.0,4.0
BK2042,2025-01-22,09:53:32,CUST759,DRV180,Hospital,IT Park,4.83,12.63,93.74,UPI,Completed,3.3,4.9
BK2043,2025-01-31,02:23:02,CUST441,DRV301,Hotel,Hospital,6.73,23.44,110.19,Card,Completed,4.8,4.1
BK2044,2025-06-24,08:12:45,CUST241,DRV975,Hospital,Airport,14.29,34.17,190.48,Card,Completed,4.8,3.7
BK2045,2025-03-14,11:50:25,CUST941,DRV693,Airport,College,10.56,37.17,155.34,Cash,Cancelled,,
BK2046,2025-05-12,04:55:25,CUST840,DRV867,IT Park,College,23.9,83.07,401.03,UPI,Completed,4.8,3.1
BK2047,2025-05-13,18:50:35,CUST839,DRV933,College,Hotel,7.91,23.18,109.28,UPI,Completed,4.5,4.8
BK2048,2025-03-22,06:27:49,CUST527,DRV314,College,College,11.75,31.54,231.39,Cash,Cancelled,,
BK2049,2025-01-08,11:08:36,CUST412,DRV855,Airport,College,12.23,36.42,181.17,Cash,Cancelled,,
BK2050,2025-04-01,10:14:26,CUST870,DRV513,Hospital,Hotel,22.92,71.92,414.79,Cash,Completed,4.6,3.7
BK2051,2025-01-06,18:50:02,CUST257,DRV438,Bus Stand,Bus Stand,11.97,44.25,178.43,UPI,Cancelled,,
BK2052,2025-04-11,02:34:24,CUST211,DRV436,College,Hospital,20.26,78.65,344.13,UPI,Completed,4.5,4.6
BK2053,2025-02-13,03:43:35,CUST946,DRV805,College,Airport,21.44,59.82,266.07,UPI,Completed,3.8,4.3
BK2054,2025-02-20,02:58:24,CUST338,DRV398,Railway Station,College,12.36,43.23,183.62,UPI,Completed,4.3,3.4
BK2055,2025-04-05,16:00:10,CUST520,DRV500,Mall,Railway Station,19.24,59.48,262.29,UPI,Completed,3.6,4.5
BK2056,2025-05-18,13:30:47,CUST986,DRV311,Mall,IT Park,13.1,31.86,258.57,Card,Completed,4.4,4.9
BK2057,2025-04-21,22:42:30,CUST688,DRV417,IT Park,College,11.82,34.87,226.75,Card,Completed,4.1,4.4
BK2058,2025-02-21,00:09:28,CUST508,DRV719,IT Park,Hotel,7.8,22.57,101.3,Cash,Completed,3.4,3.0
BK2059,2025-05-06,14:29:36,CUST193,DRV394,College,Hotel,2.9,11.47,40.42,Cash,Completed,4.3,4.7
BK2060,2025-03-18,12:39:52,CUST279,DRV525,IT Park,Mall,14.67,33.83,261.49,Cash,Completed,4.2,4.5
BK2061,2025-04-21,14:24:58,CUST815,DRV682,Railway Station,Bus Stand,19.7,77.83,326.79,Cash,Completed,3.7,4.3
BK2062,2025-01-12,07:56:55,CUST743,DRV650,Hospital,Railway Station,3.57,13.55,46.25,Cash,Completed,3.7,4.6
BK2063,2025-02-25,15:26:48,CUST477,DRV178,Railway Station,Hotel,15.74,43.87,248.5,Card,Completed,4.7,3.7
BK2064,2025-04-26,05:16:13,CUST573,DRV127,Railway Station,College,22.0,47.88,400.72,Card,Completed,4.7,3.4
BK2065,2025-03-29,23:25:54,CUST138,DRV110,Hospital,Railway Station,11.9,27.74,210.07,Cash,Completed,4.1,4.3
BK2066,2025-02-04,10:42:47,CUST572,DRV169,Railway Station,IT Park,6.52,15.8,80.4,Cash,Completed,3.6,4.1
BK2067,2025-04-23,04:30:52,CUST265,DRV274,Airport,Railway Station,21.73,72.44,336.45,UPI,Completed,4.9,4.4
BK2068,2025-03-17,03:34:47,CUST179,DRV787,Airport,Hospital,23.39,71.46,329.13,UPI,Completed,3.1,4.5
BK2069,2025-04-23,11:11:13,CUST791,DRV645,IT Park,College,4.79,12.48,77.88,Cash,Completed,4.1,4.2
BK2070,2025-01-13,20:51:33,CUST833,DRV775,Railway Station,Bus Stand,5.82,16.06,98.58,Cash,Completed,4.9,4.5
BK2071,2025-03-20,14:03:38,CUST890,DRV486,IT Park,IT Park,23.22,81.84,388.56,Card,Completed,3.4,4.3
BK2072,2025-03-03,06:05:01,CUST114,DRV445,IT Park,Railway Station,16.34,52.37,260.1,UPI,Completed,4.1,3.7
BK2073,2025-01-25,21:10:46,CUST525,DRV624,Railway Station,Hotel,13.94,33.39,257.07,Card,Completed,3.4,3.2
BK2074,2025-05-24,20:12:39,CUST654,DRV504,Bus Stand,Railway Station,12.03,39.9,186.49,UPI,Completed,3.6,4.1
BK2075,2025-02-24,03:22:20,CUST511,DRV769,Hotel,Airport,9.98,38.58,193.42,Card,Completed,4.0,3.7
BK2076,2025-02-24,14:14:04,CUST385,DRV765,Hotel,Airport,18.95,39.29,299.37,UPI,Completed,3.7,4.8
BK2077,2025-02-25,13:19:49,CUST204,DRV829,Mall,Hospital,2.28,7.08,40.87,UPI,Completed,4.0,3.2
BK2078,2025-06-03,10:40:44,CUST889,DRV810,Mall,Hotel,24.37,73.99,412.18,UPI,Completed,3.5,4.0
BK2079,2025-06-12,22:20:54,CUST169,DRV443,Airport,College,11.87,25.52,152.52,Card,Completed,4.7,3.5
BK2080,2025-05-11,20:47:14,CUST821,DRV113,IT Park,Airport,6.48,19.5,117.61,Cash,Completed,3.1,4.2
BK2081,2025-02-01,09:15:47,CUST349,DRV734,Railway Station,Airport,4.74,9.83,58.88,UPI,Completed,4.7,3.2
BK2082,2025-04-06,15:18:12,CUST309,DRV757,Airport,IT Park,3.04,8.74,57.01,Cash,Completed,3.5,3.8
BK2083,2025-06-03,14:47:56,CUST384,DRV425,Airport,Bus Stand,2.92,8.46,48.53,Cash,Completed,4.1,3.7
BK2084,2025-03-15,00:14:54,CUST450,DRV348,IT Park,Airport,9.26,20.49,138.29,Cash,Completed,3.2,4.5
BK2085,2025-03-05,21:44:46,CUST993,DRV490,Hotel,Mall,24.22,95.43,458.26,Card,Completed,4.2,4.4
BK2086,2025-06-11,00:04:55,CUST297,DRV153,Mall,IT Park,8.56,27.92,133.92,UPI,Completed,4.0,4.5
BK2087,2025-01-24,05:37:35,CUST309,DRV341,Railway Station,Bus Stand,8.48,22.35,164.49,Cash,Completed,3.1,4.0
BK2088,2025-04-30,09:10:46,CUST534,DRV280,IT Park,Hospital,22.99,74.04,376.38,Card,Completed,3.5,3.7
BK2089,2025-05-28,14:40:12,CUST900,DRV592,Railway Station,Hotel,21.6,67.36,348.15,Card,Completed,3.2,3.0
BK2090,2025-04-07,05:30:28,CUST724,DRV852,Bus Stand,Mall,24.16,66.54,406.51,Card,Completed,3.2,4.4
BK2091,2025-01-06,12:27:54,CUST407,DRV709,Mall,Mall,23.45,73.9,305.06,Card,Completed,4.2,4.5
BK2092,2025-04-08,14:19:29,CUST675,DRV720,College,Railway Station,11.35,42.67,195.1,Card,Completed,4.8,4.2
BK2093,2025-02-04,22:30:12,CUST294,DRV104,Airport,Hotel,5.02,13.15,68.34,Card,Completed,4.8,4.5
BK2094,2025-04-14,13:25:47,CUST601,DRV415,Railway Station,Bus Stand,17.56,45.69,236.57,UPI,Completed,4.5,3.9
BK2095,2025-02-01,12:59:36,CUST881,DRV546,Hospital,Hotel,7.19,23.25,88.6,Cash,Completed,3.7,3.9
BK2096,2025-05-06,20:44:23,CUST766,DRV494,Bus Stand,IT Park,5.4,21.43,73.83,UPI,Completed,3.3,3.4
BK2097,2025-05-03,01:58:52,CUST823,DRV792,Airport,Mall,19.69,56.14,325.34,Card,Completed,3.0,3.1
BK2098,2025-06-04,14:43:09,CUST716,DRV692,Mall,Airport,12.25,44.51,233.75,UPI,Completed,3.2,4.1
BK2099,2025-01-24,20:45:58,CUST823,DRV700,Railway Station,IT Park,23.0,63.85,428.64,Card,Completed,3.3,4.9
BK2100,2025-02-12,13:16:44,CUST645,DRV774,Bus Stand,Hospital,19.28,74.86,335.72,Cash,Completed,3.7,4.9
BK2101,2025-04-16,23:55:05,CUST686,DRV895,Hotel,Mall,8.34,22.22,146.84,Card,Completed,4.5,4.9
BK2102,2025-02-23,23:25:44,CUST272,DRV935,College,Airport,6.71,24.13,120.17,UPI,Completed,3.1,3.8
BK2103,2025-01-18,22:26:33,CUST395,DRV850,Bus Stand,Mall,8.5,22.18,168.84,UPI,Completed,4.3,4.4
BK2104,2025-04-06,05:45:08,CUST286,DRV614,Railway Station,College,24.46,67.37,450.42,Cash,Completed,3.9,4.7
BK2105,2025-02-24,05:12:03,CUST928,DRV877,IT Park,Hospital,6.16,24.0,84.7,Card,Completed,3.7,4.5
BK2106,2025-04-23,20:58:39,CUST751,DRV270,Railway Station,Hospital,11.06,35.57,172.06,UPI,Completed,4.5,3.5
BK2107,2025-04-07,03:17:04,CUST699,DRV340,College,College,3.34,8.68,52.75,Cash,Completed,3.3,3.7
BK2108,2025-01-26,00:03:17,CUST107,DRV781,Airport,Railway Station,11.2,23.69,186.66,UPI,Completed,4.8,3.3
BK2109,2025-05-14,00:24:38,CUST879,DRV372,College,College,15.75,52.44,241.84,Card,Completed,4.4,3.8
BK2110,2025-06-04,13:21:23,CUST451,DRV422,IT Park,Hotel,13.61,27.42,238.63,Cash,Completed,4.3,3.1
BK2111,2025-04-13,12:39:03,CUST994,DRV438,Railway Station,Airport,10.47,41.44,160.88,Card,Cancelled,,
BK2112,2025-06-28,12:46:53,CUST242,DRV126,Railway Station,Hospital,13.54,51.72,240.17,Cash,Cancelled,,
BK2113,2025-03-05,11:28:39,CUST990,DRV586,Bus Stand,IT Park,15.39,55.34,291.1,UPI,Completed,3.9,4.0
BK2114,2025-06-13,10:01:40,CUST146,DRV926,Hotel,College,10.88,42.8,191.24,UPI,Completed,3.2,4.7
BK2115,2025-06-05,15:25:47,CUST183,DRV456,Bus Stand,College,13.05,27.89,213.99,Cash,Completed,3.8,4.8
BK2116,2025-06-29,03:46:24,CUST299,DRV829,Mall,Airport,6.69,24.44,110.13,UPI,Completed,3.1,4.9
BK2117,2025-05-08,02:19:53,CUST661,DRV995,College,Mall,13.79,35.6,217.26,Card,Completed,4.7,3.6
BK2118,2025-01-30,15:42:34,CUST316,DRV274,Railway Station,Railway Station,6.43,14.52,92.48,Card,Completed,4.6,3.9
BK2119,2025-01-08,05:59:59,CUST492,DRV884,Hospital,IT Park,7.23,16.86,106.01,Cash,Completed,4.9,3.7
BK2120,2025-03-07,21:30:57,CUST781,DRV239,College,Railway Station,24.73,73.46,332.21,Cash,Completed,4.8,3.9
BK2121,2025-03-27,07:59:36,CUST715,DRV166,Hotel,Bus Stand,18.32,72.68,227.19,Cash,Completed,3.2,4.4
BK2122,2025-04-08,20:41:50,CUST976,DRV547,IT Park,IT Park,8.48,20.09,104.43,Card,Completed,3.0,4.5
BK2123,2025-01-30,09:05:07,CUST858,DRV706,IT Park,Railway Station,5.09,14.94,85.75,Cash,Completed,3.9,3.1
BK2124,2025-04-05,04:54:20,CUST690,DRV854,Airport,Hospital,20.02,40.46,362.26,UPI,Cancelled,,
BK2125,2025-06-01,17:12:54,CUST533,DRV427,Hotel,Mall,22.55,64.62,367.21,Cash,Completed,4.0,3.8
BK2126,2025-06-19,19:37:14,CUST109,DRV651,College,Hotel,22.41,84.89,329.13,UPI,Completed,4.2,4.9
BK2127,2025-03-17,07:31:43,CUST715,DRV390,Mall,Airport,24.13,72.82,376.97,Cash,Completed,3.6,4.9
BK2128,2025-03-23,09:32:44,CUST968,DRV823,College,IT Park,5.28,16.68,75.29,Card,Completed,3.6,3.8
BK2129,2025-03-16,22:24:03,CUST441,DRV256,IT Park,IT Park,24.97,52.69,415.21,Cash,Cancelled,,
BK2130,2025-01-14,05:54:31,CUST406,DRV934,Mall,Airport,3.9,9.01,60.51,Cash,Completed,4.0,3.5
BK2131,2025-04-11,10:27:43,CUST456,DRV875,Bus Stand,Bus Stand,9.28,20.17,133.87,UPI,Completed,4.9,4.9
BK2132,2025-05-16,23:18:18,CUST299,DRV817,Bus Stand,Railway Station,9.7,30.47,186.98,UPI,Completed,3.0,4.6
BK2133,2025-03-24,18:55:51,CUST826,DRV411,College,Mall,23.81,51.97,316.47,Cash,Completed,4.9,4.1
BK2134,2025-02-05,14:44:30,CUST248,DRV314,IT Park,IT Park,2.33,5.86,36.35,Cash,Completed,4.4,4.5
BK2135,2025-06-16,00:23:46,CUST204,DRV794,Mall,Bus Stand,24.89,64.09,405.85,Card,Cancelled,,
BK2136,2025-06-23,05:59:03,CUST585,DRV283,Airport,Railway Station,14.27,40.12,190.55,Cash,Completed,5.0,4.7
BK2137,2025-06-16,10:37:27,CUST742,DRV839,Bus Stand,IT Park,13.46,43.16,185.99,UPI,Cancelled,,
BK2138,2025-01-31,07:25:31,CUST710,DRV276,Bus Stand,Railway Station,14.51,49.19,233.92,Card,Completed,5.0,4.2
BK2139,2025-06-16,12:17:40,CUST476,DRV111,Railway Station,Railway Station,10.53,37.32,140.72,UPI,Completed,3.8,3.7
BK2140,2025-02-01,15:41:42,CUST330,DRV123,College,Hospital,11.93,42.51,189.37,Cash,Cancelled,,
BK2141,2025-01-25,18:11:24,CUST760,DRV819,Bus Stand,Hospital,20.26,63.88,298.56,Cash,Completed,4.6,3.5
BK2142,2025-02-02,03:20:04,CUST982,DRV914,Mall,Bus Stand,7.16,21.54,100.86,Cash,Completed,3.0,4.3
BK2143,2025-01-06,12:35:52,CUST931,DRV642,College,Railway Station,13.76,39.78,271.56,Cash,Completed,4.1,4.7
BK2144,2025-05-30,17:45:52,CUST227,DRV871,IT Park,Railway Station,5.21,16.35,98.7,UPI,Completed,4.2,4.4
BK2145,2025-06-03,22:11:00,CUST919,DRV421,Railway Station,Airport,10.56,23.07,165.4,UPI,Completed,3.8,4.7
BK2146,2025-05-28,06:41:10,CUST362,DRV971,Airport,Railway Station,7.61,29.93,149.65,UPI,Completed,3.5,3.7
BK2147,2025-05-10,09:23:34,CUST773,DRV100,IT Park,Hospital,22.6,88.89,351.37,UPI,Completed,3.6,4.1
BK2148,2025-05-13,09:42:34,CUST690,DRV602,Hotel,Hotel,17.82,45.39,318.83,Cash,Completed,3.1,3.1
BK2149,2025-05-18,16:13:44,CUST939,DRV145,IT Park,Airport,10.88,29.45,158.03,UPI,Completed,4.0,3.6
BK2150,2025-02-06,09:54:53,CUST237,DRV716,IT Park,Hotel,6.42,16.81,127.11,Card,Completed,3.8,3.9
BK2151,2025-02-02,23:39:27,CUST361,DRV366,Bus Stand,Mall,15.26,60.53,212.61,Card,Completed,4.4,4.4
BK2152,2025-04-27,02:16:43,CUST811,DRV246,IT Park,Railway Station,15.97,34.77,278.12,Cash,Completed,3.1,4.2
BK2153,2025-03-10,20:44:41,CUST481,DRV677,Mall,Bus Stand,19.01,46.04,356.11,UPI,Completed,3.1,4.7
BK2154,2025-03-22,13:24:01,CUST353,DRV179,Hospital,Railway Station,12.59,30.66,164.55,Cash,Cancelled,,
BK2155,2025-01-29,21:35:26,CUST755,DRV191,Hotel,Hotel,23.93,51.34,325.27,Card,Completed,3.7,4.2
BK2156,2025-02-07,07:17:00,CUST327,DRV487,Railway Station,Railway Station,14.53,32.71,208.04,UPI,Completed,3.5,3.4
BK2157,2025-05-15,23:56:19,CUST926,DRV601,Railway Station,Hotel,11.46,39.06,157.46,Cash,Completed,3.7,3.8
BK2158,2025-05-27,09:35:17,CUST149,DRV274,Hotel,Bus Stand,24.46,95.62,450.09,UPI,Completed,3.5,3.1
BK2159,2025-03-30,23:43:50,CUST708,DRV970,Bus Stand,College,9.29,23.54,149.08,Cash,Completed,4.6,4.7
BK2160,2025-02-02,08:00:43,CUST259,DRV773,Mall,Mall,21.43,58.28,374.98,Card,Completed,3.6,3.1
BK2161,2025-05-26,23:17:03,CUST754,DRV479,IT Park,Bus Stand,18.14,36.64,277.06,Cash,Cancelled,,
BK2162,2025-04-28,05:28:22,CUST614,DRV393,Hospital,Bus Stand,9.58,32.45,173.69,Cash,Completed,3.6,4.6
BK2163,2025-02-28,09:40:54,CUST412,DRV516,Hotel,Railway Station,8.76,25.34,156.07,Cash,Completed,4.4,5.0
BK2164,2025-01-21,02:46:15,CUST269,DRV689,Airport,Railway Station,7.18,23.87,121.18,Cash,Cancelled,,
BK2165,2025-03-15,17:59:31,CUST110,DRV534,Mall,College,23.05,53.31,415.23,Card,Completed,4.1,3.5
BK2166,2025-05-12,21:43:56,CUST227,DRV515,Airport,IT Park,12.91,34.44,214.75,Cash,Completed,4.8,4.1
BK2167,2025-01-02,22:27:44,CUST453,DRV350,Airport,College,16.53,50.21,205.13,UPI,Completed,3.5,4.0
BK2168,2025-06-22,16:57:14,CUST475,DRV959,Mall,Hotel,9.14,21.6,146.54,UPI,Completed,3.6,3.5
BK2169,2025-04-19,15:24:10,CUST215,DRV446,IT Park,Railway Station,12.67,28.72,246.08,Card,Completed,4.7,4.4
BK2170,2025-03-18,15:18:16,CUST855,DRV746,Bus Stand,IT Park,4.44,15.77,81.98,Card,Completed,4.5,3.2
BK2171,2025-06-14,16:52:57,CUST574,DRV732,College,Airport,16.81,61.67,279.36,Card,Completed,4.3,3.9
BK2172,2025-01-02,19:29:21,CUST209,DRV105,Hotel,Mall,14.16,29.29,242.3,Card,Completed,3.2,3.9
BK2173,2025-04-01,00:06:27,CUST186,DRV641,Mall,Bus Stand,8.73,26.98,114.08,UPI,Completed,4.4,4.6
BK2174,2025-05-05,00:09:49,CUST331,DRV581,Bus Stand,Hotel,5.76,12.72,75.83,Card,Completed,4.8,4.1
BK2175,2025-04-04,13:57:11,CUST375,DRV211,College,College,12.75,28.22,219.25,UPI,Completed,4.7,4.7
BK2176,2025-02-05,11:47:27,CUST991,DRV826,IT Park,Railway Station,16.4,35.27,211.55,UPI,Completed,3.1,3.5
BK2177,2025-03-14,01:08:25,CUST439,DRV132,Mall,IT Park,5.12,12.9,77.21,Card,Completed,4.9,4.2
BK2178,2025-06-20,08:07:26,CUST607,DRV919,Mall,Hotel,21.2,72.52,273.48,Card,Completed,4.5,3.6
BK2179,2025-05-09,23:59:47,CUST498,DRV234,Railway Station,Railway Station,16.7,44.79,333.69,UPI,Completed,3.5,3.6
BK2180,2025-02-02,04:22:32,CUST800,DRV342,Airport,Hotel,23.41,47.97,411.4,Card,Completed,4.5,4.7
BK2181,2025-06-02,23:00:27,CUST388,DRV597,Railway Station,Bus Stand,24.41,96.45,305.67,UPI,Completed,4.6,4.3
BK2182,2025-06-08,04:46:32,CUST387,DRV885,Railway Station,Hospital,16.89,38.12,290.53,Cash,Completed,5.0,4.8
BK2183,2025-03-05,21:52:27,CUST823,DRV901,Railway Station,Mall,12.1,25.17,180.27,UPI,Completed,4.7,4.4
BK2184,2025-06-01,20:40:09,CUST235,DRV510,Airport,Hospital,12.56,26.5,193.61,UPI,Completed,3.9,4.9
BK2185,2025-02-07,13:01:39,CUST985,DRV152,Bus Stand,Bus Stand,16.74,43.91,271.23,Cash,Completed,3.1,4.9
BK2186,2025-03-20,22:40:14,CUST536,DRV590,Airport,Bus Stand,10.28,30.38,152.58,Cash,Completed,4.4,4.3
BK2187,2025-01-14,09:07:17,CUST459,DRV828,Bus Stand,IT Park,18.45,46.79,267.99,Card,Completed,3.3,4.3
BK2188,2025-01-13,05:02:00,CUST862,DRV429,IT Park,Hospital,2.92,9.33,55.36,Card,Completed,4.8,3.9
BK2189,2025-03-13,19:06:27,CUST603,DRV472,Hotel,Hospital,12.56,27.05,218.12,UPI,Completed,4.6,3.5
BK2190,2025-01-25,21:00:43,CUST982,DRV233,Hotel,Hotel,11.69,42.99,222.31,Cash,Completed,3.5,4.1
BK2191,2025-04-03,23:49:37,CUST480,DRV343,Hospital,IT Park,6.43,14.17,124.03,Cash,Completed,4.6,4.5
BK2192,2025-04-09,02:56:06,CUST860,DRV716,Railway Station,Airport,3.12,11.5,48.37,Cash,Completed,3.7,4.1
BK2193,2025-06-17,06:12:45,CUST201,DRV176,Hotel,Hospital,4.1,14.4,68.3,Cash,Completed,3.4,3.4
BK2194,2025-05-02,06:34:46,CUST230,DRV296,Bus Stand,Hospital,6.24,13.19,104.22,Cash,Completed,4.7,3.0
BK2195,2025-03-30,11:28:40,CUST546,DRV169,College,Bus Stand,3.13,9.85,58.08,Cash,Completed,3.7,3.7
BK2196,2025-05-09,00:10:38,CUST232,DRV396,Airport,Airport,15.72,40.06,191.99,Cash,Completed,4.5,4.3
BK2197,2025-02-18,23:52:25,CUST645,DRV991,Railway Station,Mall,15.36,53.5,267.29,Card,Completed,3.4,3.7
BK2198,2025-05-11,12:35:49,CUST721,DRV378,IT Park,Mall,4.9,11.07,85.31,UPI,Completed,4.7,4.9
BK2199,2025-02-10,18:13:37,CUST909,DRV625,College,Hospital,16.45,38.96,211.3,Card,Completed,4.6,4.2
BK2200,2025-02-26,09:45:17,CUST275,DRV329,Airport,IT Park,16.22,57.79,285.9,Card,Completed,4.7,3.1
BK2201,2025-01-11,20:09:56,CUST236,DRV376,Airport,IT Park,19.19,71.04,274.21,UPI,Completed,4.3,3.6
BK2202,2025-05-17,03:00:41,CUST719,DRV477,Hotel,Railway Station,24.03,49.67,399.82,Cash,Completed,3.3,4.4
BK2203,2025-05-21,08:46:08,CUST726,DRV401,Hotel,Airport,6.05,14.95,96.53,Cash,Completed,4.8,3.4
BK2204,2025-01-03,11:14:46,CUST280,DRV362,Airport,Railway Station,5.32,18.72,85.15,Cash,Cancelled,,
BK2205,2025-06-26,12:41:16,CUST749,DRV718,IT Park,College,22.97,52.68,394.34,UPI,Cancelled,,
BK2206,2025-03-25,08:13:37,CUST978,DRV870,Bus Stand,Mall,7.36,17.03,128.56,Card,Completed,4.2,4.5
BK2207,2025-03-01,23:46:27,CUST590,DRV195,College,Mall,9.12,26.41,139.02,Card,Completed,5.0,3.6
BK2208,2025-02-17,05:12:36,CUST846,DRV284,Hospital,Airport,8.78,23.79,145.02,Card,Completed,3.5,4.8
BK2209,2025-02-11,05:52:25,CUST292,DRV171,Mall,Railway Station,8.11,30.75,104.03,Card,Completed,4.3,4.8
BK2210,2025-03-04,14:58:41,CUST202,DRV841,Mall,Airport,5.88,23.15,91.86,Cash,Cancelled,,
BK2211,2025-01-26,12:24:01,CUST113,DRV881,Airport,Mall,23.75,79.65,342.3,UPI,Completed,3.4,3.6
BK2212,2025-01-22,08:09:40,CUST911,DRV109,Railway Station,Hotel,4.14,9.47,53.15,Cash,Completed,3.8,4.6
BK2213,2025-01-22,06:08:30,CUST554,DRV935,Mall,Hospital,5.25,11.87,90.02,Card,Completed,3.4,3.2
BK2214,2025-05-03,04:15:03,CUST373,DRV742,Railway Station,Airport,5.84,22.47,108.46,UPI,Completed,3.7,4.3
BK2215,2025-01-27,17:18:06,CUST956,DRV525,Mall,Airport,14.36,48.17,250.75,UPI,Completed,4.3,3.5
BK2216,2025-01-07,07:27:24,CUST771,DRV393,IT Park,Bus Stand,2.9,8.44,55.47,Cash,Completed,4.1,4.7
BK2217,2025-01-29,15:10:07,CUST388,DRV465,Railway Station,Hotel,24.81,57.74,435.02,UPI,Completed,4.3,5.0
BK2218,2025-04-03,02:57:02,CUST282,DRV538,Hotel,Mall,24.67,83.22,344.12,Cash,Completed,4.6,3.2
BK2219,2025-04-19,04:57:42,CUST739,DRV937,Hospital,Hotel,19.96,76.26,300.65,UPI,Completed,4.3,3.9
BK2220,2025-03-11,15:42:23,CUST930,DRV828,Railway Station,Airport,12.07,31.63,218.43,UPI,Cancelled,,
BK2221,2025-06-17,04:20:09,CUST838,DRV915,College,Railway Station,23.53,91.33,315.26,UPI,Completed,4.7,4.5
BK2222,2025-05-28,13:46:17,CUST430,DRV230,Mall,Bus Stand,7.82,16.69,110.61,Card,Completed,4.8,4.3
